Timestamp,Low,High,Open,Close,Volume
1506727800,4154,4157.12,4157.12,4155.09,4.36
1506727860,4155.1,4156,4155.1,4156,2.51
1506727920,4156,4156,4156,4156,0.34
1506727980,4156,4156,4156,4156,2.19
1506728040,4155.99,4156,4156,4156,3.14
1506728100,4155.99,4156,4156,4156,1.61
1506728160,4155.99,4156,4156,4155.99,5.87
1506728220,4156,4156,4156,4156,1.43
1506728280,4155.99,4157.63,4156,4156,14.83
1506728340,4155.99,4157.62,4156,4157.51,4
1506728400,4156,4157.51,4157.51,4156.51,1.86
1506728460,4156.5,4156.51,4156.51,4156.51,3.09
1506728520,4156.5,4156.51,4156.51,4156.51,5.66
1506728580,4156.5,4156.51,4156.51,4156.5,5.8
1506728640,4156.5,4156.51,4156.5,4156.51,3.08
1506728700,4156.5,4156.51,4156.51,4156.51,0.88
1506728760,4156.5,4156.51,4156.51,4156.5,3.23
1506728820,4156.5,4156.51,4156.51,4156.51,1.23
1506728880,4156.5,4156.51,4156.51,4156.51,10.78
1506728940,4156.51,4156.51,4156.51,4156.51,1.42
1506729000,4156.5,4156.51,4156.51,4156.51,4.48
1506729060,4156.5,4156.51,4156.51,4156.5,2.13
1506729120,4156.5,4156.51,4156.51,4156.51,0.85
1506729180,4156.5,4156.51,4156.51,4156.51,1.7
1506729240,4156.51,4156.51,4156.51,4156.51,2.23
1506729300,4156.5,4156.51,4156.51,4156.51,2.07
1506729360,4156.5,4156.51,4156.51,4156.51,0.94
1506729420,4156.51,4156.51,4156.51,4156.51,0.61
1506729480,4156.5,4156.51,4156.51,4156.51,1.06
1506729540,4156.51,4156.99,4156.51,4156.99,2.94
1506729600,4156.96,4156.99,4156.99,4156.96,0.29
1506729660,4156.96,4156.98,4156.98,4156.96,0.45
1506729720,4156.95,4156.96,4156.96,4156.96,1.45
1506729780,4156.95,4156.96,4156.96,4156.96,0.8
1506729840,4153.95,4156.96,4156.96,4153.98,20.01
1506729900,4152.28,4153.98,4153.98,4152.28,2.43
1506729960,4153.53,4153.66,4153.66,4153.53,0.68
1506730020,4152,4153.52,4153.52,4152.01,2.22
1506730080,4150.03,4152.01,4152.01,4150.15,2.81
1506730140,4149,4150.14,4150.14,4149.01,2.04
1506730200,4146.85,4149.01,4149.01,4146.85,5.66
1506730260,4146.84,4146.85,4146.84,4146.85,2.02
1506730320,4146.84,4146.85,4146.85,4146.84,1.33
1506730380,4143.52,4146.85,4146.85,4143.52,7.39
1506730440,4143.53,4144.05,4143.54,4143.54,2.3
1506730500,4143.53,4143.54,4143.54,4143.54,0.96
1506730560,4143.54,4143.99,4143.54,4143.99,1.88
1506730620,4143.99,4154.76,4143.99,4154.74,36.57
1506730680,4154.74,4156.29,4154.74,4156.29,2.18
1506730740,4156.28,4156.29,4156.29,4156.28,1.46
1506730800,4156.28,4159.99,4156.29,4159.99,43.09
1506730860,4159.97,4159.99,4159.98,4159.98,0.16
1506730920,4159.98,4159.98,4159.98,4159.98,0.39
1506730980,4159.98,4159.98,4159.98,4159.98,2.11
1506731040,4159.98,4159.99,4159.98,4159.99,4.27
1506731100,4159.99,4159.99,4159.99,4159.99,0.15
1506731160,4159.98,4159.99,4159.98,4159.99,0.31
1506731220,4159.99,4159.99,4159.99,4159.99,1.16
1506731280,4159.98,4159.99,4159.99,4159.99,0.8
1506731340,4159.98,4159.99,4159.99,4159.99,4.15
1506731400,4159.98,4159.99,4159.99,4159.99,1.64
1506731460,4159.98,4159.99,4159.99,4159.98,0.97
1506731520,4159.99,4163,4159.99,4163,2.45
1506731580,4163,4164,4163,4164,1.46
1506731640,4164,4164,4164,4164,0.5
1506731700,4164,4164.4,4164,4164.39,2.21
1506731760,4164.39,4164.71,4164.4,4164.71,1.13
1506731820,4164.7,4165.08,4164.7,4165.08,1.16
1506731880,4165.08,4169.8,4165.08,4169.8,2.83
1506731940,4169.8,4169.99,4169.8,4169.99,2.37
1506732000,4169.99,4169.99,4169.99,4169.99,1.67
1506732060,4169.98,4169.99,4169.99,4169.99,3.57
1506732120,4169.98,4169.99,4169.99,4169.99,2.46
1506732180,4169.98,4169.99,4169.99,4169.98,1.96
1506732240,4169.99,4169.99,4169.99,4169.99,0.85
1506732300,4169.99,4169.99,4169.99,4169.99,0.47
1506732360,4169.98,4169.99,4169.99,4169.99,0.52
1506732420,4169.98,4169.99,4169.99,4169.99,1.24
1506732480,4169.98,4169.99,4169.99,4169.98,4.49
1506732540,4169.99,4169.99,4169.99,4169.99,0.42
1506732600,4169.98,4169.99,4169.99,4169.99,1.51
1506732660,4169.98,4169.99,4169.99,4169.99,1.23
1506732720,4169.99,4169.99,4169.99,4169.99,3.76
1506732780,4169.99,4169.99,4169.99,4169.99,4.87
1506732840,4165.37,4169.99,4169.99,4167.58,0.91
