Timestamp,Low,High,Open,Close,Volume
1504983900,4180,4205,4191.06,4205,116.01
1504984200,4200.43,4223.81,4204.98,4223.81,38.49
1504984500,4223.81,4271.63,4223.81,4252.76,254.52
1504984800,4243.28,4252.77,4252.77,4249.99,66.26
1504985100,4249.98,4252,4249.99,4252,34.83
1504985400,4251.99,4265.2,4251.99,4265.2,54.05
1504985700,4258.91,4277.01,4265.2,4271.28,83.81
1504986000,4265,4271.27,4270.92,4270,21.46
1504986300,4270,4285,4270,4285,28.49
1504986600,4285,4309.98,4285,4309.98,105.95
1504986900,4291.01,4309.98,4309.98,4291.04,43.64
1504987200,4291,4296.58,4295.89,4296.58,24.41
1504987500,4296.58,4301.01,4296.58,4301.01,23.76
1504987800,4300.6,4301.01,4301.01,4300.61,28.91
1504988100,4300,4301.01,4300.6,4300.01,14.83
1504988400,4290.96,4300.01,4300.01,4290.96,20.94
1504988700,4290,4297.58,4290.97,4297.58,12.06
1504989000,4288,4297.58,4297.58,4288.01,23.21
1504989300,4280.06,4292.01,4288.01,4284.75,27.34
1504989600,4284.72,4298,4284.75,4298,44.63
1504989900,4291.21,4300.01,4298,4297,35.74
1504990200,4297.1,4298.99,4297.9,4298.99,10.08
1504990500,4285.93,4299.8,4299,4285.93,18.29
1504990800,4285.92,4295.5,4285.93,4295.28,14.08
1504991100,4283,4295.28,4295.28,4290,15.05
1504991400,4290,4293,4290,4291.63,23.85
1504991700,4290.2,4292.34,4291.55,4292.34,10.89
1504992000,4287.51,4292.34,4292.34,4290.63,16.01
1504992300,4287.07,4290.63,4290.63,4289.99,14.39
1504992600,4287.5,4289.99,4288.74,4287.81,14.7
1504992900,4277,4288,4287.51,4279.36,26.33
1504993200,4279.36,4285.08,4279.36,4285.07,21.29
1504993500,4285.02,4288.98,4285.07,4288.92,7.14
1504993800,4275.7,4288.59,4285.95,4277.38,22.07
1504994100,4273.88,4280.01,4277.38,4279.89,18.21
1504994400,4278.04,4279.89,4279.89,4279,6.98
1504994700,4278.99,4283.02,4279,4283.02,16.15
1504995000,4283.01,4290,4283.02,4290,14.93
1504995300,4289.99,4299.98,4290,4299.98,31.3
1504995600,4299.98,4307.45,4299.98,4307.45,19.27
1504995900,4307.44,4307.92,4307.45,4307.62,11.36
1504996200,4305,4307.99,4307.62,4307.99,88.72
1504996500,4307.99,4340,4307.99,4340,202.19
1504996800,4320.89,4340.06,4340,4328.8,32.6
1504997100,4328.01,4334.82,4328.8,4328.69,14.79
1504997400,4309.88,4330,4329.37,4330,137.27
1504997700,4329.99,4335,4330,4335,32.98
1504998000,4335,4339.98,4335,4339.98,19.63
1504998300,4339.97,4347.67,4339.98,4347.52,60.01
1504998600,4339,4350,4347.52,4341.79,54.59
1504998900,4341.78,4348.77,4341.79,4347.65,16.86
1504999200,4316,4347.66,4347.66,4325.74,31.37
1504999500,4322.57,4332.57,4325.74,4332.57,16.77
1504999800,4332.56,4335.91,4332.57,4334.47,24.1
1505000100,4334.46,4338.55,4334.47,4338.55,12.51
1505000400,4335.95,4338.55,4338.54,4338.54,28.98
1505000700,4335.01,4339.85,4338.51,4339.85,17.24
1505001000,4335,4339.99,4339.85,4335.02,14.16
1505001300,4331.83,4337.02,4334.84,4334.36,20.12
1505001600,4318,4334.36,4334.36,4319.99,20.61
1505001900,4316.27,4320,4319.99,4319.98,16.92
1505002200,4300.47,4319.99,4319.99,4309.91,43.07
1505002500,4309.07,4313,4313,4313,12.45
1505002800,4312.99,4319.99,4313,4318.99,11.24
1505003100,4312,4318.99,4318.99,4312.94,15.02
1505003400,4312,4314.01,4312.88,4314.01,11.55
1505003700,4312,4315,4314.01,4313,18.84
1505004000,4304.34,4314.98,4313,4306.42,26.54
1505004300,4304.33,4308.44,4306.42,4304.87,9.68
1505004600,4300.67,4304.87,4304.87,4303.26,13.28
1505004900,4303.26,4309.72,4303.26,4309.72,15.09
1505005200,4303.25,4314.98,4309.72,4312.79,16.68
1505005500,4291.22,4312.79,4312.79,4300,25.46
1505005800,4285.26,4300,4300,4294.9,48.02
1505006100,4285,4297.35,4294.88,4294.61,18.17
1505006400,4294.38,4300,4294.56,4300,10.15
1505006700,4300,4305.48,4300,4305.48,8.26
1505007000,4299.04,4309.59,4305.48,4303.89,9.83
1505007300,4303.9,4309.98,4303.9,4309.98,12.73
1505007600,4309.95,4309.98,4309.98,4309.96,10.95
1505007900,4307.35,4309.97,4309.96,4307.39,18.91
1505008200,4307.01,4309.97,4309.94,4309.97,20.94
1505008500,4309.96,4309.97,4309.97,4309.97,14.6
1505008800,4297.59,4309.97,4309.97,4297.59,45.1
1505009100,4263.76,4297.59,4297.59,4269,49.23
1505009400,4269,4282.11,4269,4278.05,49.59
1505009700,4271.06,4287.71,4278.05,4287.7,25.73
1505010000,4265.87,4287.71,4287.69,4265.87,48.14
1505010300,4266.72,4284.05,4276.86,4280.5,18.93
1505010600,4245.01,4280.5,4280.5,4252.97,133.44
1505010900,4245.05,4259.96,4252.95,4255,47.96
1505011200,4245,4255,4255,4255,33.79
1505011500,4238.07,4255,4255,4240.09,50.71
1505011800,4238.99,4247.2,4240.09,4246,63.02
1505012100,4245.99,4249.55,4246,4249.43,27.54
1505012400,4249.49,4260.85,4249.5,4260.04,67.83
1505012700,4260.04,4265.26,4260.04,4265.26,39.14
1505013000,4265,4265.36,4265.26,4265.02,20.06
1505013300,4255.75,4265.26,4265.01,4265.25,34.42
1505013600,4265.26,4274.98,4265.26,4271.85,29.84
1505013900,4249.28,4271.84,4271.84,4267.32,26.89
1505014200,4263.01,4267.32,4267.32,4265.07,17.66
1505014500,4260,4265.07,4265.07,4260,11.8
1505014800,4255.77,4260.01,4260.01,4258.28,17.44
1505015100,4245.11,4258.32,4258.26,4258.3,19.25
1505015400,4235.19,4258.3,4258.3,4245.1,34.34
1505015700,4245.1,4249,4245.1,4247.01,21.43
1505016000,4247,4260,4247.01,4260,60.55
