Timestamp,Low,High,Open,Close,Volume
1497213000,2960.25,2967.5,2965.36,2962,82
1497213900,2950,2962.5,2962.22,2961.43,167.59
1497214800,2958,2969.88,2961.42,2969.88,203.45
1497215700,2965.08,2979.97,2969.88,2979.85,208.45
1497216600,2976,2979.85,2978.36,2976.98,169.42
1497217500,2960.51,2978.46,2976.49,2970.14,222.07
1497218400,2968.47,2978.35,2968.87,2978.35,222.43
1497219300,2975.01,2980,2978.35,2979.97,222.76
1497220200,2976.5,2982.22,2979.97,2979.01,154.27
1497221100,2975.09,2980,2979.93,2980,196.36
1497222000,2975,2980.01,2980,2979.99,257.17
1497222900,2977.5,2988,2979.99,2987.99,142.56
1497223800,2987,2995,2988,2995,253.49
1497224700,2994.55,2998.99,2995,2998.98,316.16
1497225600,2969.5,2998.98,2998.98,2992.11,311.07
1497226500,2989.5,2998.97,2992.12,2998.96,197.44
1497227400,2997.4,2998.97,2998.96,2998.97,167.16
1497228300,2995.04,2998.96,2998.96,2997.02,91.27
1497229200,2990,2998.5,2995.75,2998.5,154.65
1497230100,2996.93,2999.23,2998.5,2999.22,186.15
1497231000,2999.22,2999.98,2999.23,2999.97,220.55
1497231900,2997.97,2999.98,2999.97,2999.98,169.31
1497232800,2997,2999.98,2999.98,2998.79,176.64
1497233700,2991.72,2999.99,2998.79,2999.98,335.42
1497234600,2979,2999.98,2999.98,2991,342.2
1497235500,2969,2993.5,2991,2969.01,298.5
1497236400,2969,2990.47,2969,2973.49,211.91
1497237300,2971.73,2979.96,2973.49,2979.95,120.55
1497238200,2977.02,2982.54,2979.08,2982.54,117.06
1497239100,2981.54,2987.49,2982.54,2987.49,89.43
1497240000,2987.49,2992.95,2987.49,2991.72,69.68
1497240900,2989.6,2991.77,2991.73,2990,46.93
1497241800,2989.92,2995.98,2989.99,2995.98,101.47
1497242700,2991.12,2995.98,2995.98,2991.12,88.68
1497243600,2984.59,2992.76,2991.31,2985.53,110.3
1497244500,2976.53,2989.43,2985.53,2987,187.92
1497245400,2977.88,2994.19,2986.65,2994.1,249.83
1497246300,2975,2994.1,2994.08,2978.99,203.89
1497247200,2965.51,2978.99,2978.99,2972.01,157.78
1497248100,2965.51,2972.19,2972.14,2968.84,104.72
1497249000,2968.05,2968.86,2968.83,2968.2,129.37
1497249900,2961.4,2968.86,2968.21,2961.53,103.39
1497250800,2947.5,2961.54,2961.54,2949,273.83
1497251700,2948.98,2957.8,2949,2949,126.44
1497252600,2946.47,2953.4,2949,2951.9,152.29
1497253500,2936.07,2951.9,2951.9,2944.9,274.41
1497254400,2946.4,2960.98,2947.82,2956.02,230.27
1497255300,2943.26,2957.95,2955.98,2943.26,149.29
1497256200,2918.52,2945.13,2944.61,2928.81,334.74
1497257100,2928.56,2946.97,2928.82,2937.02,78.5
1497258000,2922.9,2944.58,2937.01,2924.97,125.6
1497258900,2924.9,2940,2924.91,2935.01,165.36
1497259800,2935,2943.87,2935,2943.48,89.62
1497260700,2937,2948,2943.41,2937.01,158.26
1497261600,2889.19,2942.58,2937,2890,389.03
1497262500,2836.01,2891.19,2890.02,2879.11,756.07
1497263400,2843.4,2893.59,2868.24,2854.8,537.47
1497264300,2730.03,2862.75,2854.8,2764.51,1001.18
1497265200,2750.07,2829.99,2756.76,2807.16,770.69
1497266100,2795.01,2841.93,2807.17,2838,528.4
1497267000,2710,2850,2838,2785.13,1026.41
1497267900,2750,2800,2785.3,2779.02,554.81
1497268800,2778.92,2815.16,2779.02,2815.15,407.89
1497269700,2808.18,2861.91,2815.15,2827.88,447.41
1497270600,2814.02,2855.5,2829.34,2817.31,330.37
1497271500,2794.01,2837.26,2817.28,2835.04,717.29
1497272400,2785.02,2838,2837.16,2793.32,435.67
1497273300,2784,2801.63,2792.68,2800,359.92
1497274200,2799.02,2823,2800,2806.91,461.72
1497275100,2806.33,2820.22,2806.89,2819.84,287.45
1497276000,2819.81,2849,2819.82,2846.82,338.77
1497276900,2840.08,2852.54,2846.82,2849.92,196.67
1497277800,2840,2859.44,2849.91,2849.5,238.1
1497278700,2822.3,2849.5,2849.48,2823.27,320.21
1497279600,2800.02,2837.98,2823.26,2819.62,366.46
1497280500,2803.92,2837.9,2817.97,2810.46,196.46
1497281400,2784,2840,2804.41,2839.46,460.82
1497282300,2800,2839.46,2838.01,2806.73,184.41
1497283200,2785.23,2810,2806.67,2786.42,309.03
1497284100,2750,2799,2786.42,2798.58,487.98
1497285000,2685,2798.99,2798.62,2705.03,1028.34
1497285900,2668,2708.36,2705.03,2689.92,755.07
1497286800,2622,2689.92,2689.92,2654.37,1108.18
1497287700,2527.77,2655,2653.52,2580.02,1012.98
1497288600,2463.89,2587.12,2580.05,2555.57,1560.11
1497289500,2553.21,2569.84,2557.42,2569.01,363.14
1497290400,2569.01,2645,2569.01,2644.99,954.67
1497291300,2600,2649.68,2645,2613,667.44
1497292200,2606.25,2694.39,2607.14,2657.13,489.24
1497293100,2611.71,2664.44,2660.56,2611.71,411.2
1497294000,2550,2611.71,2611.71,2581.79,752.47
1497294900,2546,2584,2583.97,2571.04,910.1
1497295800,2550,2598.23,2571.04,2557.93,469.41
