Timestamp,Low,High,Open,Close,Volume
1497211200,2950,2967.5,2965.36,2961.43,249.59
1497214800,2958,2979.97,2961.42,2970.14,803.4
1497218400,2968.47,2982.22,2968.87,2980,795.81
1497222000,2975,2998.99,2980,2998.98,969.39
1497225600,2969.5,2998.98,2998.98,2997.02,766.94
1497229200,2990,2999.98,2995.75,2999.98,730.65
1497232800,2969,2999.99,2999.98,2969.01,1152.77
1497236400,2969,2990.47,2969,2987.49,538.95
1497240000,2987.49,2995.98,2987.49,2991.12,306.77
1497243600,2975,2994.19,2991.31,2978.99,751.95
1497247200,2961.4,2978.99,2978.99,2961.53,495.26
1497250800,2936.07,2961.54,2961.54,2944.9,826.98
1497254400,2918.52,2960.98,2947.82,2937.02,792.79
1497258000,2922.9,2948,2937.01,2937.01,538.85
1497261600,2730.03,2942.58,2937,2764.51,2683.76
1497265200,2710,2850,2756.76,2779.02,2880.31
1497268800,2778.92,2861.91,2779.02,2835.04,1902.96
1497272400,2784,2838,2837.16,2819.84,1544.77
1497276000,2819.81,2859.44,2819.82,2823.27,1093.75
1497279600,2784,2840,2823.26,2806.73,1208.15
1497283200,2668,2810,2806.67,2689.92,2580.41
1497286800,2463.89,2689.92,2689.92,2569.01,4044.41
1497290400,2569.01,2694.39,2569.01,2611.71,2522.56
1497294000,2500,2611.71,2611.71,2551.99,2964.44
1497297600,2549.3,2670.61,2551.94,2633.54,2086.12
1497301200,2627.23,2705,2627.25,2678.99,2467.38
1497304800,2600,2687.64,2679.83,2628.76,2042.67
1497308400,2628.73,2700.76,2628.75,2655.71,2017.61
1497312000,2649.47,2704.02,2654.36,2690,1514.52
1497315600,2651.41,2710,2691.11,2669.99,1635.1
1497319200,2661.24,2700.71,2669.99,2673.73,944.74
1497322800,2653.16,2682.71,2673.71,2674.03,887.56
1497326400,2660.18,2688.81,2674.03,2679.58,731
1497330000,2674.78,2722.58,2679.55,2699.17,910.54
1497333600,2697.44,2757.85,2699.16,2750.98,808.72
1497337200,2731.45,2757.99,2751,2751.75,519.73
1497340800,2750.63,2798.99,2751.75,2758.6,729.23
1497344400,2704.03,2760.19,2756.85,2705.1,550.35
