Timestamp,Price,Volume
1504967940,4277.86,4.31
1504968000,4292.42,55.92
1504968060,4292.42,10.11
1504968120,4292.5,40.64
1504968180,4292.5,33.33
1504968240,4300.23,20.35
1504968300,4303.08,20.37
1504968360,4306.99,31.09
1504968420,4308.72,4.86
1504968480,4308.01,14.01
1504968540,4304.77,15.53
1504968600,4300.48,7.12
1504968660,4300,4.3
1504968720,4303.98,13.59
1504968780,4305.01,3.9
1504968840,4305.01,2.71
1504968900,4300.02,2.45
1504968960,4300.02,2.09
1504969020,4300.01,5.6
1504969080,4301.78,4.66
1504969140,4300.11,0.78
1504969200,4300.02,7.77
1504969260,4283.77,62.64
1504969320,4293.65,16.07
1504969380,4290.09,3.97
1504969440,4292.01,2.89
1504969500,4290.11,3.16
1504969560,4290.11,3.06
1504969620,4292.01,4.13
1504969680,4292.01,4
1504969740,4292.01,8.86
1504969800,4293,4.87
1504969860,4297.26,4.56
1504969920,4297.26,4.98
1504969980,4297.26,4.27
1504970040,4302.93,7.56
1504970100,4302.93,9.06
1504970160,4302.93,4.05
1504970220,4301.01,16.52
1504970280,4301.01,2.66
1504970340,4302.93,7.35
1504970400,4302.93,1.12
1504970460,4302.93,8.79
1504970520,4299.71,15.07
1504970580,4302.53,3.81
1504970640,4302.01,3.5
1504970700,4302,2.78
1504970760,4301.9,5.03
1504970820,4301.9,4.47
1504970880,4301,2.76
1504970940,4301.4,3.45
1504971000,4302.23,4.15
1504971060,4302.23,5.2
1504971120,4302.23,5.49
1504971180,4302.23,26.41
1504971240,4307,4.02
1504971300,4307.04,1.26
1504971360,4307.76,1.4
1504971420,4309.99,1.75
1504971480,4309.99,4.75
1504971540,4309.99,4.1
1504971600,4309.91,3.36
1504971660,4309.91,3.67
1504971720,4309.91,3.18
1504971780,4309.91,1.43
1504971840,4309.91,1.01
1504971900,4309.77,4.61
1504971960,4309.01,3.43
1504972020,4302.54,3.72
1504972080,4302.21,8.52
1504972140,4302.51,1.43
1504972200,4302.49,3.76
1504972260,4302.5,3.28
1504972320,4302.51,6.73
1504972380,4302.2,8.49
1504972440,4300,8.6
1504972500,4298.92,7.82
1504972560,4297.9,10.64
1504972620,4297.23,17.92
1504972680,4293.88,36.2
1504972740,4294.5,23.84
1504972800,4297.25,17.91
1504972860,4296.88,13.71
1504972920,4295.91,5.09
1504972980,4299,5.85
1504973040,4299,4.24
1504973100,4301,7.04
1504973160,4301,2.39
1504973220,4301,3.85
1504973280,4301,8.82
1504973340,4301,7.99
1504973400,4301,3.8
1504973460,4301,6.83
1504973520,4301,3.38
1504973580,4302.02,5.15
1504973640,4304.92,5.2
1504973700,4307.94,3.63
1504973760,4307.94,6.03
1504973820,4307.94,2.11
1504973880,4307.94,4.42
1504973940,4307.99,2.04
1504974000,4308.79,9.61
1504974060,4309.95,5.66
1504974120,4309.26,2.76
1504974180,4309.82,4.18
1504974240,4309.98,9
1504974300,4309.98,2.42
1504974360,4309.98,12.59
1504974420,4309.99,9.86
1504974480,4306.27,5.64
1504974540,4307,8.24
1504974600,4308.67,5.59
1504974660,4309.26,5.27
1504974720,4309.98,3.15
1504974780,4309.99,8.07
1504974840,4309.99,7.2
1504974900,4309.99,7.13
1504974960,4309.99,7.74
1504975020,4308.38,53.37
1504975080,4307.86,5.75
1504975140,4307.81,3.86
1504975200,4307.85,2.39
1504975260,4307.86,3.03
1504975320,4308.71,3.31
1504975380,4308.06,3.51
1504975440,4308.06,0.81
1504975500,4308.06,2.9
1504975560,4308.05,1.25
1504975620,4308.06,1.9
1504975680,4308.05,1.91
1504975740,4308.06,1.54
1504975800,4308.06,3.42
1504975860,4308.06,1.82
1504975920,4304,11.15
1504975980,4304.18,5.31
1504976040,4304.04,2.79
1504976100,4304.04,9.42
1504976160,4300,12.21
1504976220,4298.42,10.42
1504976280,4299.05,23.03
1504976340,4298.41,18.74
1504976400,4298.16,3.43
1504976460,4295.01,2.1
1504976520,4294.52,43.8
1504976580,4291.84,3.74
1504976640,4291.79,16.64
1504976700,4290.01,9.78
1504976760,4289.01,9.07
1504976820,4289.01,2.49
1504976880,4286.01,4.37
1504976940,4285.86,3.36
1504977000,4285.01,0.89
1504977060,4282.92,3.57
1504977120,4282.91,5.88
1504977180,4280.35,6.76
1504977240,4280.35,7.28
1504977300,4280.35,5.89
1504977360,4280.35,2.14
1504977420,4277.01,9.59
1504977480,4274.44,21.45
1504977540,4274.44,11.11
1504977600,4265.01,23.84
1504977660,4261.9,11.81
1504977720,4257.77,32.16
1504977780,4252.7,27.55
1504977840,4255.07,17.24
1504977900,4258.51,4.16
1504977960,4250.01,17.52
1504978020,4241,21.44
1504978080,4249.44,17.04
1504978140,4255,9.21
1504978200,4255.33,15.33
1504978260,4251.29,5.38
1504978320,4250,5.75
1504978380,4250.01,3.75
1504978440,4254.15,2.9
1504978500,4270.78,4.36
1504978560,4273.43,28.17
1504978620,4273.43,16.62
1504978680,4256.01,3.44
1504978740,4257.36,2.84
1504978800,4266.3,6.58
1504978860,4266.29,7.31
1504978920,4266.3,2.07
1504978980,4263.97,6.26
1504979040,4260.78,4.06
1504979100,4255.11,9.86
1504979160,4250.01,11.51
1504979220,4257.91,2.85
1504979280,4255.57,3.34
1504979340,4255.08,5.03
1504979400,4263.98,1.8
1504979460,4255.8,3.84
1504979520,4267.75,6.5
1504979580,4262.59,3.78
1504979640,4262.6,4.93
1504979700,4259.34,5.8
1504979760,4261.57,5.76
1504979820,4267.82,10.51
1504979880,4265.95,4.01
1504979940,4273.57,3.01
1504980000,4270.49,9.43
1504980060,4265.77,2.45
1504980120,4264.01,7.65
1504980180,4264.01,4.21
1504980240,4260.01,14.74
1504980300,4257.5,7.39
1504980360,4257.01,2.03
1504980420,4250.63,9.67
1504980480,4248.29,13.23
1504980540,4247.01,9.51
1504980600,4245.1,5.01
1504980660,4247,3
1504980720,4249.58,15.68
1504980780,4249.99,6.61
1504980840,4251,6.28
1504980900,4259.99,3.89
1504980960,4246.29,6.59
1504981020,4248.23,2.54
1504981080,4250.15,6.44
1504981140,4242.32,36.67
1504981200,4240,11.61
1504981260,4248.71,7.21
1504981320,4242.59,23.71
1504981380,4236.37,4.3
1504981440,4239.6,3.81
1504981500,4242,3.25
1504981560,4237.99,10.63
1504981620,4238,8.05
1504981680,4238,4.62
1504981740,4238,4.14
1504981800,4238,3.65
1504981860,4234.01,14.98
1504981920,4234.01,3.92
1504981980,4234,4.07
1504982040,4230.01,10.85
1504982100,4229.01,11.31
1504982160,4229.01,5.35
1504982220,4225.01,24.11
1504982280,4217.33,39.58
1504982340,4210,37.68
1504982400,4208.23,21.91
1504982460,4201.44,48.35
1504982520,4201,15.73
1504982580,4204.61,14.81
1504982640,4206,9.42
1504982700,4206.8,15.54
1504982760,4210.01,22.01
1504982820,4210.01,14.05
1504982880,4214,29.11
1504982940,4215,9.57
1504983000,4213.48,2.64
1504983060,4214.66,8.16
