Timestamp,Low,High,Open,Close,Volume
1506292500,3672.54,3672.54,3672.54,3672.54,0.23
1506292530,3672.54,3672.54,3672.54,3672.54,0.66
1506292560,3672.54,3674.98,3672.54,3674.98,0.34
1506292590,3674.98,3675,3674.98,3675,0.24
1506292620,3674.99,3682.12,3674.99,3682.12,4.02
1506292650,3683,3687.5,3683,3687.5,1.73
1506292680,3687.5,3689,3687.5,3689,12.03
1506292710,3689,3690,3689,3690,0.62
1506292740,3689.99,3691,3690,3691,0.74
1506292770,3691,3692,3691,3692,1.46
1506292800,3692,3692,3692,3692,0.3
1506292830,3692,3692,3692,3692,0.98
1506292860,3692,3693.52,3692,3693.51,2.86
1506292890,3692.94,3694,3693.98,3693.97,1.22
1506292920,3693.37,3693.39,3693.39,3693.38,0.23
1506292950,3693.38,3693.38,3693.38,3693.38,0.81
1506292980,3693.38,3693.38,3693.38,3693.38,1.01
1506293010,3693.38,3693.38,3693.38,3693.38,0.42
1506293040,3693.37,3693.38,3693.38,3693.38,0.07
1506293070,3693.38,3693.38,3693.38,3693.38,0.33
1506293100,3693.37,3693.38,3693.38,3693.38,0.38
1506293130,3693.37,3693.38,3693.38,3693.38,0.62
1506293160,3693.38,3693.38,3693.38,3693.38,0.12
1506293190,3693.38,3693.38,3693.38,3693.38,0.8
1506293220,3693.38,3693.38,3693.38,3693.38,1.22
1506293250,3693.38,3693.38,3693.38,3693.38,0.09
1506293280,3693.37,3693.38,3693.37,3693.38,2.65
1506293310,3693.38,3693.38,3693.38,3693.38,1.03
1506293340,3693.37,3693.38,3693.38,3693.38,1.23
1506293370,3693.38,3693.38,3693.38,3693.38,2.17
1506293400,3693.37,3693.38,3693.38,3693.38,1.52
1506293430,3693.38,3693.38,3693.38,3693.38,0.8
1506293460,3693.37,3693.38,3693.38,3693.37,1.21
1506293490,3693.38,3693.38,3693.38,3693.38,0.45
1506293520,3693.38,3693.38,3693.38,3693.38,0.04
1506293550,3693.38,3693.38,3693.38,3693.38,0.1
1506293580,3693.37,3693.38,3693.38,3693.38,0.04
1506293610,3693.38,3693.38,3693.38,3693.38,1.29
1506293640,3693.38,3693.38,3693.38,3693.38,0.89
1506293670,3693.37,3693.38,3693.38,3693.38,0.36
1506293700,3693.38,3693.38,3693.38,3693.38,0.14
1506293730,3693.38,3693.38,3693.38,3693.38,0.19
1506293760,3693.37,3693.38,3693.38,3693.38,0.07
1506293790,3693.38,3693.38,3693.38,3693.38,0.74
1506293820,3693.37,3693.38,3693.38,3693.38,2.09
1506293850,3693.37,3693.38,3693.38,3693.38,0.32
1506293880,3693.37,3693.38,3693.38,3693.38,0.96
1506293910,3693.37,3693.38,3693.38,3693.37,0.73
1506293940,3693.37,3693.38,3693.37,3693.38,0.02
1506293970,3693.38,3693.38,3693.38,3693.38,3.39
1506294000,3693.35,3693.38,3693.38,3693.36,2.94
1506294030,3693.35,3693.36,3693.36,3693.35,0.7
1506294060,3693.36,3693.36,3693.36,3693.36,0.59
1506294090,3690,3693.36,3693.36,3690.01,0.57
1506294120,3690.01,3690.01,3690.01,3690.01,0.67
1506294150,3690.01,3690.01,3690.01,3690.01,0.89
1506294180,3690,3690.01,3690.01,3690.01,0.86
1506294210,3690.01,3690.01,3690.01,3690.01,1.06
1506294240,3688.99,3690.01,3690.01,3689.97,1.84
1506294270,3689.96,3689.97,3689.97,3689.97,0.64
1506294300,3689.98,3690.01,3689.98,3689.98,1.43
1506294330,3689.96,3689.98,3689.98,3689.96,0.78
1506294360,3689.95,3690.01,3689.96,3690.01,0.99
1506294390,3690,3690.01,3690.01,3690.01,0.28
1506294420,3690.01,3690.01,3690.01,3690.01,0.59
1506294450,3690,3690.01,3690.01,3690,0.3
1506294480,3690.01,3690.01,3690.01,3690.01,2.21
1506294510,3690,3690.14,3690.01,3690.14,1.48
1506294540,3690.09,3690.14,3690.13,3690.14,0.04
1506294570,3690,3690.14,3690.14,3690.02,1.73
1506294600,3690.02,3690.14,3690.02,3690.13,0.6
1506294630,3690.02,3690.14,3690.13,3690.02,0.04
1506294660,3690.01,3690.14,3690.01,3690.01,2.02
1506294690,3690.01,3690.01,3690.01,3690.01,0.09
1506294720,3682.13,3690.01,3690.01,3682.13,12.08
1506294750,3683.92,3687.68,3686.11,3687.65,0.63
1506294780,3687.6,3688.47,3687.64,3688.47,0.55
1506294810,3686.99,3688.56,3688.39,3688.55,0.73
1506294840,3688.89,3688.97,3688.89,3688.97,1.35
1506294870,3687.99,3689.97,3688.97,3689.97,0.18
1506294900,3689.86,3689.92,3689.92,3689.86,0.31
1506294930,3689.03,3689.89,3689.89,3689.03,0.67
1506294960,3688.75,3688.91,3688.91,3688.75,0.2
1506294990,3688.54,3688.76,3688.76,3688.76,1.48
1506295020,3688.95,3689.04,3689.04,3688.95,0.33
1506295050,3688.93,3688.99,3688.96,3688.94,1.9
1506295080,3688.59,3688.67,3688.67,3688.59,1.06
1506295110,3688.59,3688.59,3688.59,3688.59,0.36
1506295140,3688.59,3688.59,3688.59,3688.59,0.64
1506295170,3688.59,3688.59,3688.59,3688.59,0
1506295200,3688.59,3688.59,3688.59,3688.59,0.28
1506295230,3688.59,3688.59,3688.59,3688.59,0.4
1506295260,3688.59,3688.59,3688.59,3688.59,0.21
1506295290,3688.59,3688.59,3688.59,3688.59,0.29
1506295320,3688.58,3688.59,3688.59,3688.59,0.53
1506295350,3688.59,3690.04,3688.59,3690,0.36
1506295380,3689.98,3689.99,3689.99,3689.98,0.13
1506295410,3688.58,3689.86,3689.86,3688.67,0.12
1506295440,3688.58,3689,3688.67,3688.58,0.81
1506295470,3688.58,3688.91,3688.91,3688.6,0.17
1506295500,3686.34,3688.59,3688.59,3687.73,0.61
1506295530,3686.34,3687.68,3687.68,3686.34,0.81
1506295560,3686.34,3686.34,3686.34,3686.34,0.86
1506295590,3685.35,3686.34,3686.34,3686.34,0.32
1506295620,3685.01,3685.01,3685.01,3685.01,1.03
1506295650,3685.01,3685.01,3685.01,3685.01,0.15
1506295680,3680.05,3685.01,3685.01,3680.05,4.15
1506295710,3680.94,3680.99,3680.99,3680.95,0.15
1506295740,3680.92,3680.94,3680.94,3680.94,0.01
1506295770,3680.94,3680.95,3680.94,3680.95,0.74
1506295800,3680.95,3680.95,3680.95,3680.95,0.15
1506295830,3680.87,3680.95,3680.95,3680.87,0.47
1506295860,3680.87,3680.87,3680.87,3680.87,0.13
1506295890,3680.86,3680.97,3680.87,3680.97,1.5
1506295920,3680.97,3680.97,3680.97,3680.97,2.14
1506295950,3680.97,3680.98,3680.97,3680.98,1.17
1506295980,3680.98,3680.98,3680.98,3680.98,0.48
1506296010,3680.98,3680.98,3680.98,3680.98,0.63
1506296040,3680.97,3680.98,3680.98,3680.98,0.31
1506296070,3680.98,3680.98,3680.98,3680.98,0.2
1506296100,3680.97,3680.98,3680.98,3680.98,0.63
1506296130,3680.98,3680.98,3680.98,3680.98,0.22
1506296160,3680.98,3680.98,3680.98,3680.98,0.34
1506296190,3680.98,3680.98,3680.98,3680.98,0.78
1506296220,3680.98,3680.98,3680.98,3680.98,2.19
1506296250,3680.98,3680.98,3680.98,3680.98,0.5
1506296280,3680.98,3680.98,3680.98,3680.98,0.15
1506296310,3680.98,3680.98,3680.98,3680.98,1.84
1506296340,3680.98,3680.98,3680.98,3680.98,0.05
1506296370,3680.98,3680.98,3680.98,3680.98,0.52
1506296400,3680.98,3680.98,3680.98,3680.98,1.15
1506296430,3680.98,3680.98,3680.98,3680.98,0
1506296460,3680.98,3681.1,3680.98,3681.1,1.1
1506296490,3681.1,3686.29,3681.1,3686.29,0.3
1506296520,3686.29,3686.3,3686.29,3686.3,1.78
1506296550,3686.3,3686.3,3686.3,3686.3,0.16
1506296580,3686.3,3686.3,3686.3,3686.3,0.33
1506296610,3686.3,3686.31,3686.3,3686.3,0.86
1506296640,3684.34,3686.3,3686.3,3685.25,1.95
1506296670,3682.14,3685.25,3685.25,3682.81,2.93
1506296700,3682.72,3683,3682.87,3683,0.35
1506296730,3679.43,3683.57,3683,3679.46,6.25
1506296760,3673.61,3681.94,3679.45,3681.8,9.56
1506296790,3675.94,3681.93,3681.84,3680,0.07
1506296820,3673.61,3681.17,3678.52,3673.61,12.62
1506296850,3676.71,3678.19,3678.19,3677.23,0.82
1506296880,3676.92,3677.17,3677.17,3676.92,0.41
1506296910,3676.92,3676.92,3676.92,3676.92,0.63
1506296940,3676.92,3676.92,3676.92,3676.92,1.43
1506296970,3676.92,3676.92,3676.92,3676.92,0.64
1506297000,3671.58,3676.92,3676.92,3671.58,2.19
1506297030,3671.57,3671.58,3671.58,3671.58,2.2
1506297060,3667.89,3671.58,3671.58,3667.89,14.28
1506297090,3667.86,3670.43,3667.9,3670.43,3.54
1506297120,3668.17,3670.92,3669.37,3669.6,12.08
1506297150,3669.05,3669.6,3669.24,3669.05,0.36
1506297180,3669.05,3670.81,3669.06,3669.06,1.94
1506297210,3669.05,3669.06,3669.06,3669.06,0.57
1506297240,3669.06,3669.06,3669.06,3669.06,2.19
1506297270,3669.05,3669.06,3669.06,3669.06,0.52
1506297300,3669.06,3669.06,3669.06,3669.06,1.1
1506297330,3669.05,3669.06,3669.06,3669.06,1.38
1506297360,3669.06,3669.06,3669.06,3669.06,2.66
1506297390,3669.05,3669.06,3669.06,3669.06,0.99
1506297420,3669.05,3669.06,3669.06,3669.05,2.09
1506297450,3669.05,3669.06,3669.06,3669.06,0.58
1506297480,3669.05,3669.06,3669.06,3669.05,2.82
1506297510,3669.01,3670.59,3669.06,3670.59,0.34
1506297540,3669.08,3670.95,3670.54,3670.95,0.55
1506297570,3669,3670.88,3670.88,3669.01,1.12
1506297600,3669.01,3669.01,3669.01,3669.01,2.84
1506297630,3669.08,3671.4,3669.08,3671.4,1.84
1506297660,3670.83,3671.95,3671.4,3671.51,0.66
1506297690,3671.26,3671.77,3671.29,3671.77,0.11
1506297720,3672.16,3674,3672.16,3674,0.23
1506297750,3672.48,3674,3673.74,3674,0.57
1506297780,3672.75,3673.99,3673.9,3672.75,0.96
1506297810,3672.58,3673.85,3672.74,3672.58,1.7
1506297840,3672.21,3672.98,3672.21,3672.98,2.78
1506297870,3672.98,3672.98,3672.98,3672.98,0.53
1506297900,3672.98,3672.98,3672.98,3672.98,0.53
1506297930,3672.98,3672.98,3672.98,3672.98,0.35
1506297960,3672.97,3672.98,3672.98,3672.98,0.23
1506297990,3672.98,3672.98,3672.98,3672.98,0.28
1506298020,3672.98,3673.29,3672.98,3673.29,1.73
1506298050,3673.99,3673.99,3673.99,3673.99,0.53
1506298080,3673.99,3673.99,3673.99,3673.99,1
1506298110,3673.99,3673.99,3673.99,3673.99,2.51
1506298140,3673.99,3673.99,3673.99,3673.99,0.01
1506298170,3673.98,3673.99,3673.99,3673.99,1.58
1506298200,3673.99,3673.99,3673.99,3673.99,0.67
1506298230,3673.99,3673.99,3673.99,3673.99,0.61
1506298260,3673.99,3673.99,3673.99,3673.99,1.3
1506298290,3673.99,3673.99,3673.99,3673.99,3.06
1506298320,3673.98,3673.99,3673.99,3673.99,1
1506298350,3673.99,3673.99,3673.99,3673.99,0.97
1506298380,3673.98,3673.99,3673.99,3673.98,0.23
1506298410,3673.99,3675.48,3673.99,3674.03,3.24
1506298440,3673.98,3674.26,3674.03,3673.98,1.49
1506298470,3673.99,3674.25,3674.25,3674.18,0.74
1506298500,3674,3674.22,3674.13,3674.05,0.88
1506298530,3673.99,3674.2,3674.15,3674.07,0.47
1506298560,3674.07,3674.07,3674.07,3674.07,2.72
1506298590,3674.06,3674.07,3674.06,3674.07,1.28
1506298620,3674.07,3674.07,3674.07,3674.07,0.22
1506298650,3674.07,3674.07,3674.07,3674.07,1.07
1506298680,3674.07,3674.07,3674.07,3674.07,0.8
1506298710,3674.21,3674.21,3674.21,3674.21,0.55
